#Tensor product hilbert space dimension: 8; Number of simulations: 1;
#separable states were read from: /home/julio/Documents/my_projects/TFM/code/entanglement_2x2x2/input_data/100k/separable.txt; GHZ states were read from: /home/julio/Documents/my_projects/TFM/code/entanglement_2x2x2/input_data/100k/GHZ.txt;
#Architecture of the MLP: [256, 128, 64, 1]; Number of epochs: 100; Fraction of DMs used for training: 0.5;
#Activation function in the hidden layers: relu; Activation function in the output layer: sigmoid; Loss function: binary_crossentropy;
#Optimizer: rmsprop; Batch size: 40; Test tolerance: 0.5;
#Sucess rate averaged over every simulation and over every sample in the test set: 86.029%
#Sample standard deviation for averaged success rate: 0.10963170887111082%
#Epoch	Loss	Loss sample STD	Val. Loss	V.L. sample STD
1	0.691227	0.000000	0.680258	0.000000
2	0.662996	0.000000	0.647364	0.000000
3	0.630574	0.000000	0.623643	0.000000
4	0.590215	0.000000	0.577539	0.000000
5	0.546272	0.000000	0.556799	0.000000
6	0.506813	0.000000	0.512188	0.000000
7	0.476723	0.000000	0.469074	0.000000
8	0.453627	0.000000	0.460158	0.000000
9	0.435607	0.000000	0.437635	0.000000
10	0.418129	0.000000	0.428813	0.000000
11	0.404250	0.000000	0.456979	0.000000
12	0.391059	0.000000	0.405284	0.000000
13	0.380162	0.000000	0.459906	0.000000
14	0.371179	0.000000	0.412140	0.000000
15	0.363471	0.000000	0.388016	0.000000
16	0.354930	0.000000	0.377719	0.000000
17	0.347948	0.000000	0.376517	0.000000
18	0.341597	0.000000	0.363776	0.000000
19	0.337710	0.000000	0.373991	0.000000
20	0.332123	0.000000	0.383032	0.000000
21	0.327588	0.000000	0.384912	0.000000
22	0.324020	0.000000	0.377940	0.000000
23	0.321028	0.000000	0.364062	0.000000
24	0.318044	0.000000	0.350806	0.000000
25	0.314518	0.000000	0.372939	0.000000
26	0.313364	0.000000	0.367375	0.000000
27	0.309348	0.000000	0.346278	0.000000
28	0.308381	0.000000	0.341745	0.000000
29	0.305215	0.000000	0.350345	0.000000
30	0.304389	0.000000	0.350588	0.000000
31	0.299503	0.000000	0.352314	0.000000
32	0.299965	0.000000	0.351645	0.000000
33	0.296992	0.000000	0.350963	0.000000
34	0.297211	0.000000	0.405396	0.000000
35	0.294834	0.000000	0.353196	0.000000
36	0.294398	0.000000	0.396305	0.000000
37	0.290946	0.000000	0.357624	0.000000
38	0.290318	0.000000	0.367752	0.000000
39	0.289431	0.000000	0.364816	0.000000
40	0.289847	0.000000	0.337406	0.000000
41	0.287880	0.000000	0.334697	0.000000
42	0.285005	0.000000	0.327427	0.000000
43	0.283516	0.000000	0.335073	0.000000
44	0.282984	0.000000	0.329446	0.000000
45	0.279303	0.000000	0.404929	0.000000
46	0.279878	0.000000	0.330286	0.000000
47	0.278827	0.000000	0.328524	0.000000
48	0.278637	0.000000	0.336939	0.000000
49	0.276369	0.000000	0.357171	0.000000
50	0.276084	0.000000	0.331341	0.000000
51	0.275544	0.000000	0.334171	0.000000
52	0.274847	0.000000	0.352489	0.000000
53	0.272444	0.000000	0.319645	0.000000
54	0.271294	0.000000	0.349784	0.000000
55	0.270053	0.000000	0.327950	0.000000
56	0.267619	0.000000	0.356668	0.000000
57	0.267576	0.000000	0.364650	0.000000
58	0.267656	0.000000	0.331885	0.000000
59	0.267753	0.000000	0.344921	0.000000
60	0.264204	0.000000	0.353545	0.000000
61	0.262622	0.000000	0.331889	0.000000
62	0.259569	0.000000	0.333638	0.000000
63	0.258341	0.000000	0.338636	0.000000
64	0.257832	0.000000	0.356486	0.000000
65	0.257241	0.000000	0.347258	0.000000
66	0.257254	0.000000	0.355173	0.000000
67	0.256333	0.000000	0.330273	0.000000
68	0.255380	0.000000	0.338706	0.000000
69	0.252214	0.000000	0.417739	0.000000
70	0.252869	0.000000	0.341299	0.000000
71	0.249683	0.000000	0.354197	0.000000
72	0.250488	0.000000	0.335437	0.000000
73	0.248295	0.000000	0.343581	0.000000
74	0.247024	0.000000	0.347815	0.000000
75	0.244909	0.000000	0.364415	0.000000
76	0.244979	0.000000	0.349391	0.000000
77	0.244164	0.000000	0.350031	0.000000
78	0.241334	0.000000	0.340970	0.000000
79	0.243075	0.000000	0.346526	0.000000
80	0.239927	0.000000	0.373663	0.000000
81	0.240294	0.000000	0.393084	0.000000
82	0.239069	0.000000	0.348050	0.000000
83	0.238784	0.000000	0.338522	0.000000
84	0.236513	0.000000	0.360124	0.000000
85	0.234360	0.000000	0.371805	0.000000
86	0.236179	0.000000	0.369457	0.000000
87	0.233965	0.000000	0.345091	0.000000
88	0.233207	0.000000	0.338536	0.000000
89	0.232367	0.000000	0.370373	0.000000
90	0.232721	0.000000	0.337422	0.000000
91	0.229784	0.000000	0.366841	0.000000
92	0.230065	0.000000	0.358395	0.000000
93	0.227824	0.000000	0.359815	0.000000
94	0.226881	0.000000	0.354892	0.000000
95	0.226355	0.000000	0.370058	0.000000
96	0.226695	0.000000	0.407246	0.000000
97	0.225293	0.000000	0.353732	0.000000
98	0.224762	0.000000	0.344346	0.000000
99	0.221915	0.000000	0.355188	0.000000
100	0.222060	0.000000	0.396306	0.000000
